order_id,order_purchase_timestamp,classe_real,probabilidade_atraso,classe_prevista
88a78af246c6c2db88e72b384796c98c,2018-05-26 18:18:03,0,0.1867029771487522,0
d7c663de1470a2d3671791d3f093991c,2018-05-26 18:25:53,0,0.11350888534461936,0
c0e57db4a4a6ef32aa28911d1c07df81,2018-05-26 18:41:31,0,0.13916901118175798,0
4007c8123697940f0574798a18c6ad29,2018-05-26 18:50:39,0,0.1826718261273426,0
ce0fc5f1ff91f6aaf5eae637a2827b2e,2018-05-26 18:51:09,0,0.20401524717893876,0
208d2f562248053cf12d13a00b6777fb,2018-05-26 18:55:12,1,0.4387284794999589,1
6d669b4dec428bc8362a8b39ed61aaae,2018-05-26 19:08:23,0,0.20881166539971624,0
73c2f6a3fe158985da4f15118a77783a,2018-05-26 19:19:41,0,0.23504833798037386,0
55567a8e851b2400b53f74ec9b974221,2018-05-26 19:20:39,0,0.18869414555922429,0
57796a616d95192ef9a47a6634733f89,2018-05-26 19:30:51,0,0.29429386526840995,0
7ae97f48d1e1624e8baae4a3faee4837,2018-05-26 19:31:27,0,0.20479241402346554,0
5f42573c60286a6f9d6a3809352c86e0,2018-05-26 19:36:13,0,0.1054699732812392,0
9392c5e72885ad5aba87e6223ca9838d,2018-05-26 19:42:48,0,0.6026265271206652,1
a4c753e682af75ae3bfafe65f6133f2c,2018-05-26 20:09:27,0,0.15415442004391755,0
1c08a89405de0c81093b9eff6caf3dbf,2018-05-26 20:09:53,0,0.16749840108788908,0
feea4e6dd813103d3a1e4a39a341d66e,2018-05-26 20:54:38,0,0.18098091305822897,0
9eb401aae2d502a73f4a27f97d3bebf5,2018-05-26 21:08:43,0,0.05714141555719193,0
f712d6b3989692ceb30fb3cefe2a3593,2018-05-26 21:25:06,0,0.39112703809256405,1
e08b081159a2418572e1a0fad41c8245,2018-05-26 21:25:31,0,0.16751648008508271,0
cfb94976becda338ad4171c3c072561c,2018-05-26 21:35:28,0,0.17676000597657313,0
e9fe4a25c4b2cf9709c06e7e6aef0a8c,2018-05-26 21:38:10,0,0.2819762488094728,0
cfd2fa043913decbf8554ea5ce59d723,2018-05-26 21:43:54,0,0.08100803939204433,0
b9499283a775ccfa9da92e6e75e9b4b9,2018-05-26 21:46:48,0,0.06636911097165282,0
6206eea10c401d9257092927e5b66deb,2018-05-26 22:02:35,0,0.1501912253292893,0
477612d1e676932652d32281d67da87f,2018-05-26 22:18:05,0,0.1743878039666452,0
04782e9b6da0d4326e534dae5dd3e09e,2018-05-26 22:39:15,0,0.2055057114153312,0
a2bc7c1f8a1af365261e4f280bff4f6d,2018-05-26 23:17:20,0,0.2763517803749796,0
7733c820d89f9e24a262e8fc309a3533,2018-05-26 23:26:06,0,0.10328096887197856,0
9c8a5a65a01f4a42ddd7fe53ee525568,2018-05-26 23:30:04,0,0.1438434686777155,0
2042abeefae68e63a8aa30edd4b0eb48,2018-05-26 23:52:17,0,0.3010262369518439,0
38df34f6963826eaf92a536dff64393a,2018-05-27 00:31:57,0,0.07671665893075964,0
8d6f247153477b8878975aa0fbde4b5a,2018-05-27 00:47:00,0,0.052894546227475706,0
3cdd33ec05cf28374828827789437fc3,2018-05-27 03:04:57,0,0.1907408952322659,0
dcb0beba69129b3cb15757a33bc9dce9,2018-05-27 07:45:28,0,0.33347065508439194,0
d5b1560bb46f4b57510a45569fa41b4c,2018-05-27 08:07:44,0,0.06436649564118213,0
62b3fdb5d9d02edf8ba0cc44095b8c9d,2018-05-27 08:57:17,0,0.054971642744181454,0
